Title,Text,[M] elective: ,[M] institution: ,[M] title: ,"[C] Barker, Lecia","[C] Bradley, Steven","[C] Hooshangi, Sara","[C] Kunkeler, Thom","[C] Lennon, Ruth","[C] Parkinson, Jack","[C] Sibia, Naaz (Naaz Sibia)",Annotations
COMP3677: NATURAL COMPUTING ALGORITHMS,"<h2>title</h2>COMP3677: NATURAL COMPUTING ALGORITHMS<h2>summary</h2>   <li>To give students an understanding of how systems and phenomena that occur in the natural world can inspire the development of new computational algorithms relevant to modern-day artificial intelligence.     </li>   <li>To equip students with a range of natural algorithmic paradigms and techniques that can be widely applied in real-world problem solving.     </li>   <li>To enable students to implement, apply, analyse and experiment with natural algorithms to solve real-world problems. </li>  <h2>content</h2>   <li>An introduction to some of the facets of Natural Computing.     </li>   <li>Specific algorithms will be drawn from some of the following paradigms (with illustrative examples of the algorithms that these paradigms encompass):     </li>   <li>evolutionary computing (genetic algorithms, evolution strategies, differential evolution)     </li>   <li>social computing (particle swarm optimizations, ant colony algorithms, bee foraging algorithms, glow-worm algorithms, bat algorithms)     </li>   <li>immunocomputing (artificial immune systems, dendritic cell algorithms, clonal expansion algorithms)      </li>   <li>developmental and grammatical computing (Lindenmayer systems, grammatical evolution algorithms, tree-adjoining grammars)     </li>   <li>physical computing (simulated annealing, DNA computing, self-assembly systems). </li>  <h2>ilo</h2>    <li>On completion of the module, students will be able to demonstrate:     </li>    <li>an understanding of how systems and phenomena from the natural world inspire new computational algorithms     </li>    <li>an understanding of a range of different paradigms and algorithms inspired by systems and phenomena from the natural world     </li>    <li>an understanding of the data structures and methodologies required to implement these algorithms. </li> ",COMP3677,Durham_England,COMP3677: NATURAL COMPUTING ALGORITHMS,AI,,AL; 03,AL; 07; 15,AL; 02,AL,AL; 03,"Annotation: This is related to AI, but also to scientific computing. But it could be many sciences. Scientific computing is not mentioned in the ACM2023 document, but physical computing is. However, it's under graphics, and this course is about algorithms.; User: Lecia Barker; Timestamp: 6/24/2023 10:42:01 PM; Code(s): ; Trigger: natural computing"
COMP4087: ADVANCED ALGORITHMS,"<h2>title</h2>COMP4087: ADVANCED ALGORITHMS<h2>summary</h2>   <li>To give students a deeper knowledge of algorithmic solutions for typical computer science problems.</li>   <li>To extend the students' knowledge of the latest advances in understanding the limits of computation and the ways of coping with computational hardness.</li>  <h2>content</h2>   <li>Algorithms: approximation, exact, fixed parameter tractable, polynomial</li>   <li>Input restrictions: hereditary and intersection graph classes</li>   <li>Graph width</li>   <li>Graph containment relations</li>   <li>Graph reconfiguration</li>  <h2>ilo</h2>    <li>On completion of the module, students will be able to demonstrate: </li>    <li>a comprehensive understanding of how the theory of computation is applied in the design of algorithms</li>    <li>a critical evaluation of different approaches to the algorithmic solution for computationally hard problems</li>    <li>a critical awareness of some of the latest advances in research on theoretical aspects of computation</li> ",COMP4087,Durham_England,COMP4087: ADVANCED ALGORITHMS,AL,,AL,AL; 09,AL; 09,AL,AL,
COMP4117: QUANTUM COMPUTING,"<h2>title</h2>COMP4117: QUANTUM COMPUTING<h2>summary</h2>   <li>To introduce students to Quantum Information Processing and Quantum Computing with emphasis on where these may be advantageous over the classical approach. </li>  <h2>content</h2>   <li>Qubits and Quantum Key Distribution     </li>   <li>Computing with Multiple Qubits     </li>   <li>EPR paradox and Quantum State Transformations     </li>   <li>Quantum Gates and Circuits     </li>   <li>Quantum Algorithms     </li>   <li>Quantum Networking </li>  <h2>ilo</h2>    <li>On completion of the module, students will be able to demonstrate:     </li>    <li>an understanding of the fundamental notions from Quantum Information Processing     </li>    <li>an understanding of the workings of Quantum algorithms      </li>    <li>an understanding of the principles of Quantum networking </li> ",COMP4117,Durham_England,COMP4117: QUANTUM COMPUTING,AL,,AL; 07,SF; 10,AL; 09,AR,AR,Annotation: quantum computing; User: Sara Hooshangi; Timestamp: 7/2/2023 8:31:41 PM; Code(s): ; Trigger: ; Annotation: coded as algorithms with low confidence; User: Lecia Barker; Timestamp: 6/24/2023 10:45:14 PM; Code(s): ; Trigger: quantum computing
COMP4127: AUTOMATED REASONING AND VERIFICATION,"<h2>title</h2>COMP4127: AUTOMATED REASONING AND VERIFICATION<h2>summary</h2>   <li>To introduce students to Automated Reasoning through expression and solvability of problems in propositional and first-order logic.</li>   <li>To introduce students to Verification through expression and solvability of problems using temporal logics.</li>   <li>To introduce students to Program Correctness through Hoare Logic.</li>  <h2>content</h2>   <li>Algorithms for Reasoning in Propositional Logic</li>   <li>Principles of Modern SAT Solvers</li>   <li>Algorithms for Reasoning in First Order Logic</li>   <li>Unification and Resolution for First Order Logic</li>   <li>Principles of Inference in Prolog</li>   <li>Transition Systems and Model-Checking</li>   <li>Linear Temporal Logic</li>   <li>Computation Tree Logic</li>   <li>Model-Checking with NuSMV</li>   <li>Hoare Logic</li>  <h2>ilo</h2>    <li>On completion of the module, students will be able to demonstrate:</li>    <li>an understanding of how to express problems in the language of logics and models.</li>    <li>an understanding of satisfiability, entailment and model-checking for a variety of logics.</li>    <li>an understanding of the algorithms underlying modern SAT-solvers.</li>    <li>an understanding of the algorithms underlying verification in temporal logics.</li>    <li>an understanding of how a program can be proved to meet a specification through Hoare Logic.</li> ",COMP4127,Durham_England,COMP4127: AUTOMATED REASONING AND VERIFICATION,AI,,AL,AL; 09,AL; MSF,AI; AL,AL,Annotation: very low confidence; User: Lecia Barker; Timestamp: 6/24/2023 10:47:32 PM; Code(s): ; Trigger: AUTOMATED REASONING
COMP4157: LEARNING ANALYTICS,"<h2>title</h2>COMP4157: LEARNING ANALYTICS<h2>summary</h2>   <li>To give students a fundamental understanding of some of the core approaches and problem-solving principles for Learning Analytics (LA) and the role of LA in current and future learning settings and environments.</li>  <h2>content</h2>   <li>Statistical Learning Analytics and visualisation: data pre-processing; methods for tackling learning analytics based on statistical approaches; the types of LA that can be done with such approaches - e.g. descriptive and beyond. Visualisation of LA data for different stakeholders - e.g. learner, teacher, administrator, etc. </li>   <li>Ethics of Learner Data Usage: discussions on ethical considerations of using learner data, starting from societal view, laws involved, (common) practice, future practice. Algorithmic perspectives, such as (expanded) sensitivity analysis.</li>   <li>Machine Learning based Learning Analytics: shallow and deep Machine Learning methods for LA; numerical versus textual data analytical methods for LA; combined methods; sentiment analysis for LA; the types of LA that can be done with such approaches - e.g. descriptive, diagnostic, predictive, prescriptive.</li>  <h2>ilo</h2>    <li>The key principles and methodologies of data pre-processing for learning analytics, as well as the ability to evaluate and interpret where and how to apply such methods, including in the absence of complete data.</li>    <li>The key principles and methodologies for statistical learning analytics and visualisation, as well as the ability to evaluate and interpret where and how to apply such methods, including in the absence of complete data.</li>    <li>The key principles of machine learning based learning analytics, as well as the ability to evaluate and interpret where and how to apply such methods, including in the absence of complete data.</li> ",COMP4157,Durham_England,COMP4157: LEARNING ANALYTICS,22; AI,,22; AI,22; AI; MSF,22; AI; SEP,AI,AI; DM; 22,
COMP4177: NETWORKS AND THEIR STRUCTURE,"<h2>title</h2>COMP4177: NETWORKS AND THEIR STRUCTURE<h2>summary</h2>   <li>To design structured networks to provide the communications fabric of distributed-memory multi-processors, networks-on-chips and data centre networks.</li>   <li>To introduce the theoretical and practical tools needed to analyse social and technological networks.   </li>  <h2>content</h2>   <li>Core aspects of interconnection networks: topology; routing; switching; flow control; packets; technology.</li>   <li>Graph theory: degree; cuts; bisections; paths; diameter; embeddings; automorphisms; symmetry.</li>   <li>Topologies: hypercubes; tori; k-ary n-cubes; cube-connected cycles.</li>   <li>Performance: traffic patterns; throughput; latency; path diversity; packaging; routing algorithms.</li>   <li>Modelling networks to make comparisons and predictions: random graphs; Milgram's small world experiment; Watts-Strogatz model; Kleinberg model.  </li>   <li>Centrality measures: finding influential nodes in networks; using centrality measures to understand the community structure of networks.  </li>   <li>Epidemics: how contagions spread in networks; models of diffusion; SIR model; epidemic threshold; SIS model.</li>  <h2>ilo</h2>    <li>On completion of the module, students will be able to demonstrate: </li>    <li>an in-depth knowledge of the state-of-the-art in interconnection networks and network science</li>    <li>an awareness of the main open problems of current interest </li>    <li>an understanding of research issues that relate to these problems, including recent developments and research trends and breaking technologies.</li> ",COMP4177,Durham_England,COMP4177: NETWORKS AND THEIR STRUCTURE,NC,,NC,DM; 09,NC; SF,NC,NC,
COMP4187: PARALLEL SCIENTIFIC COMPUTING II,"<h2>title</h2>COMP4187: PARALLEL SCIENTIFIC COMPUTING II<h2>summary</h2>   <li>Introduce advanced scientific computing techniques</li>   <li>Familiarise student with distributed memory programming and MPI</li>  <h2>content</h2>   <li>Basic spatial discretisation techniques for partial differential equations</li>   <li>Implicit time discretisation techniques for ordinary differential equations.</li>   <li>Advanced algorithms of scientific computing</li>   <li>Distributed memory programming paradigms.</li>   <li>Advanced parallel data structures.</li>  <h2>ilo</h2>    <li>On completion of the module, students will be able to demonstrate: </li>    <li>an in-depth knowledge of the state-of-the-art in scientific computing and accelerator programming</li>    <li>a critical awareness of the main open problems of current interest related to these areas</li>    <li>a comprehensive understanding of the research issues that relate to these problems, including recent developments and research trends, breaking technologies and opportunities for industrial innovation. </li> ",COMP4187,Durham_England,COMP4187: PARALLEL SCIENTIFIC COMPUTING II,PDC,,PDC; AL,PDC; AL; 09; 10,PDC,AL; PDC,PDC,Annotation: could be one of many sciences; User: Lecia Barker; Timestamp: 6/24/2023 10:48:34 PM; Code(s): ; Trigger: scientific computing
Undergraduate Course: Informatics 1 - Cognitive Science (INFR08020),"<h2>title</h2>Undergraduate Course: Informatics 1 - Cognitive Science (INFR08020)<h2>summary</h2>This course is designed as a first introduction to Cognitive Science. It will provide a selective but representative overview of the subject, suitable for all interested students, including students on the Cognitive Science degrees and external students.<br><br>The aim of the lecturing team is to present a unified view of the field, based on a computational approach to analysing cognition. The material is organized by cognitive function (e.g., language, vision), rather than by subdiscipline (e.g., psychology, neuroscience).<br><br>The course covers language, vision, memory, control and action, and reasoning and generalization. All topics will be presented from a computational point of view, and this perspective will be reinforced by lab sessions in which students implement simple cognitive models.<h2>content</h2>        The syllabus covers the following topics. <br>They are listed separately here, but in some cases they will be presented in an interleaved fashion: <br> <br>1. Language <br>- cognitive instinct or cognitive technology?<br>- linguistic representations: productivity and reuse<br>- Connectionist and Bayesian models of language <br>- language acquisition: speech segmentation and word learning<br>- categorization and models of word meaning <br><br> 2. Reasoning and generalization <br>- inductive reasoning <br>- fallacies and (ir)rationality <br>- models of abstraction and generalisation <br>- theory formation and the origins of knowledge <br><br>3. Fundamentals of cognitive neuroscience <br>- basic brain anatomy and function <br>- experimental techniques to record brain activity <br>- simple models of neurons <br><br>4. Vision <br>- the anatomy of vision, neural correlates of visual perception <br>- comparison of biological and artificial visual systems <br> <br>5. Memory and Attention <br>- types of memory, memory impairments <br>- computational models of memory <br> <br>6. Actions and behaviour <br>- reinforcement learning <br> <br>Note that this course is intended to give a high-level introduction to the topics listed; subsequent courses (e.g., Computational Cognitive Science) will then provide a more detailed coverage. ",cxinfr08020,Edinburgh_UK,Undergraduate Course: Informatics 1 - Cognitive Science (INFR08020),04; 15,,2,NC; 03; 04,02; HCI,4,4,
Undergraduate Course: Informatics Experiential Learning (Level 8) (INFR08033),"<h2>title</h2>Undergraduate Course: Informatics Experiential Learning (Level 8) (INFR08033)<h2>summary</h2><h2>content</h2>Informatics Experiential Learning is available only with permission to students participating in one of the School's approved IEL activities. Please see the IEL Information Page at https://uoe.sharepoint.com/sites/IEL2 for the current year's approved activities and how to apply.<br><br>This course forms part of the Student-Led Individually Created Course (SLICC) University-wide framework for self-designed experiential learning, where students reflect throughout their chosen extra-curricular experience, by the development of an e-portfolio to provide evidence of their learning. As a participating student, undertaking a SLICC will enable students to create a unique learning experience, while demonstrating their learning and academic achievement against defined learning outcomes. <br><br>This level 8 course will require students to demonstrate the development of their skills and understanding in terms of critical analysis, application, reflection, recognising and developing your skills and mindsets, and evaluation within a defined context of their learning experience. This course will also enable students to demonstrate your ability to exercise autonomy and initiative at a professional level in practice and/or in a subject/discipline (or other approved) area. ",cxinfr08033,Edinburgh_UK,Undergraduate Course: Informatics Experiential Learning (Level 8) (INFR08033),SEP,,,SEC,22,,DM,Annotation: ; User: Jack Parkinson; Timestamp: 7/2/2023 10:57:04 PM; Code(s): ; Trigger: ; Annotation: Struggling to code this one as information and context is limited; User: Jack Parkinson; Timestamp: 7/2/2023 10:56:59 PM; Code(s): ; Trigger: ; Annotation: self-designed experiential learning; User: Sara Hooshangi; Timestamp: 7/2/2023 8:36:08 PM; Code(s): ; Trigger: self-designed experiential learning
Undergraduate Course: Algorithms and Data Structures (INFR10052),"<h2>title</h2>Undergraduate Course: Algorithms and Data Structures (INFR10052)<h2>summary</h2>The course aims to provide general techniques for the design of efficient algorithms and, in parallel, develop appropriate mathematical tools for analysing their performance. In this, it broadens and deepens the study of algorithms and data structures initiated in INF2. The focus is on algorithms, more than data structures. Along the way, problem solving skills are exercised and developed.<h2>content</h2>        Introductory concepts<br>Review of CS2. Models of computation; time and space complexity; upper and lower bounds, big-O and big-Omega notation; average and worst case analysis.<br><br>Divide and conquer<br>Matrix multiplication: Strassen's algorithm; the discrete Fourier transform (DFT), the fast Fourier transform (FFT). Expressing the runtime of a recursive algorithm as a recurrence relation; solving recurrence relations.<br><br>Sorting<br>Quicksort and its analysis; worst-case, best-case and average-case.<br><br>Data structures: Disjoint sets<br>The ""disjoint sets'' (union-find) abstract data type: specification and implementations as lists and trees. Union-by-rank, path-compression, etc., ""heuristics''. Applications to finding minimum spanning trees.<br><br>Dynamic programming<br>Introduction to the technique; examples: Matrix-chain multiplication, Longest common subsequences.<br><br>Graph/Network algorithms<br>Network flow, Max-flow/min-cut theorem, Ford-Fulkerson algorithm.<br><br>Geometric algorithms<br>Convex hull of a set of points (in 2-d).<br><br>Relevant QAA Computing Curriculum Sections: Data Structures and Algorithms ",cxinfr10052,Edinburgh_UK,Undergraduate Course: Algorithms and Data Structures (INFR10052),AL,,AL; FPL,AL; 09,AL; MSF,AL,AL,"Annotation: According to the ACM 2023 curriculum, ""Each area of computer science can be described as ""The study of algorithms and data structures to ...""""I have coded this only as algorithms.; User: Lecia Barker; Timestamp: 6/24/2023 10:53:00 PM; Code(s): ; Trigger: algorithms and data structures"
Undergraduate Course: Computational Cognitive Science (INFR10054),"<h2>title</h2>Undergraduate Course: Computational Cognitive Science (INFR10054)<h2>summary</h2>This course aims to introduce students to the basic concepts and methodology needed to implement and analyse computational models of cognition. It considers the fundamental issues of using a computational approach to explore and model cognition. In particular, we explore the way that computational models relate to, are tested against, and illuminate psychological theories and data.<br><br>The course will introduce both symbolic and subsymbolic modelling methodologies, and provide practical experience with implementing models. The symbolic part will focus on cognitive architectures,while the subsymbolic part will introduce probabilistic models.<h2>content</h2>        - An introduction/review of the idea of computational approaches to studying cognition; the mind as information-processing system; Marr's levels of analysis (computational, algorithmic, implementation).<br><br>- The general motivations underlying the computational modelling of cognition, and different kinds of questions that can be answered (e.g., why do cognitive processes behave as they do, or what algorithms might be used to carry out this behaviour? What kinds of information are used, or how is this information processed/integrated over time?)<br><br>- Mechanistic/algorithmic approaches and issues addressed by these approaches: parallel versus serial processing, flow of information, timing effects.<br><br>- Rational/probabilistic approaches and issues addressed by these approaches: adaptation to the environment, behaviour under uncertainty, learning, timing effects.<br><br>- General issues: top-down versus bottom-up processing, online processing, integration of multiple sources of information.<br><br>- Methodology and issues in the development and evaluation of cognitive models: Which psychological data are relevant? What predictions are made by a model? How could these be tested?<br><br>- Modelling techniques: in the assignments, students will experiment with both symbolic (rulebased) and subsymbolic (probabilistic) cognitive models.<br><br>- Example models: in a number of areas we will look at the theories proposed and different ways of modelling them. Areas discussed will include several of the following: language processing, reasoning, memory, high-level vision, categorization. Specific models will be introduced and analysed with regard to relevant psychological data. ",cxinfr10054,Edinburgh_UK,Undergraduate Course: Computational Cognitive Science (INFR10054),04; AI,,2,NC; 03; 04,AL; AI,4,04; AI,
Undergraduate Course: Computer Architecture and Design (INFR10076),"<h2>title</h2>Undergraduate Course: Computer Architecture and Design (INFR10076)<h2>summary</h2>In this course you will learn how to design a computer and understand the performance characteristics of computers. You will first acquire a working knowledge of digital design, through the Verilog Hardware Description Language, along with a good theoretical grounding in the design of the key components of a microprocessor. You will have an opportunity to learn, both theoretically and practically, how the Quantitative Approach to computer architecture enables computer architects to analyse and optimize microprocessors to maximize performance. Along the way you will design real hardware, and later in the course you will apply your recently-acquired knowledge of quantitative computer architecture to analyse a simulated system and optimize its performance.<h2>content</h2>        This new course presents a logical re-factoring of a sub-set of the material previously contained in the UG3 Computer Architecture and Computer Design courses. The aim of this course is to give students a comparatively deep understanding of computer architecture, to an intermediate level, together with a solid understanding of techniques used to design the logical building blocks from which a computer is constructed. We consider an intermediate level in computer architecture to extend up to the point where students have a good understanding of instruction set architecture, single-issue in-order pipelined execution of instructions, superscalar out-of-order execution, and the memory hierarchies required by those processors. Within a processor, we explore the principles and practice of arithmetic and logic unit design, of the caches from which memory hierarchies are constructed, and the memory and logic gate technologies from which computers are constructed. Throughout the course, there is a strong emphasis on the Quantitative Approach to computer architecture; this informs not only the theoretical topics but also the practical assignments, which always embody some element of the quantitative approach.<br><br>The philosophy of this course is that learning about computer architecture is particularly effective if reinforced by implementing key aspects of processor design, in real hardware when feasible, but also at higher levels of abstraction using simulated systems. This approach has been used very effectively in the previous Computer Design and Computer Architecture courses, and feedback often cites the value placed on the lab exercises by students.<br><br>Outline Contents<br><br>Fundamentals<br>Review of logic design and implementation technologies; from simple combinational logic to state machines for sequential circuits; logic design using Verilog and introduction to FPGAs.<br>Register Transfer Level design principles; registers, clocks, timing budgets, setup and hold margins, clock skew, clock-domain crossing and synchronization, metastability.<br>Quantitative computer architecture; performance evaluation methods and metrics, principles of high-performance design.<br><br>Processor Architecture<br>Instruction Set Architecture (ISA) design; instruction set classes, registers, memory addressing. RISC vs CISC, how the ISA supports high-level languages, quantitative approach to ISA design. Example      ISAs (e.g. MIPS, RISC-V). ISA requirements for embedded systems.<br>Pipelined processor design; pipeline hazards and interlocks, control prediction techniques and their usage.<br>Out-of-order execution; scoreboards, reservation stations, register renaming, quantitative analysis of performance.<br><br>Computer Arithmetic and ALU Design<br>Introduction to binary arithmetic functions; fixed-point addition, subtraction, multiplication and division.<br>Advanced techniques in computer arithmetic; carry-look ahead adders, parallel-prefix adders, Booth-coded multipliers, Wallace and Dadda trees, sub-word parallelism, fractional fixed-point multiply-        accumulate operations.<br>Floating-point computations; IEEE standard, floating-point addition and multiplication, high-performance fused-multiply-add architectures.<br><br>Memory System Design<br>Memory hierarchies; review of principles, quantitative analysis of memory hierarchy performance; exploring the design space of cache parameters.<br>Cache coherence in multi-core architectures; protocols and implementation techniques.<br>Main memory design; Interfacing between processor and memory, synchronous and asynchronous bus protocols.<br>Error detection and correction schemes; parity, Hamming codes, SECDED.<br><br>***This course replaces Computer Design (INFR09046) and Computer Architecture (INFR09009) FROM 2019/20.*** ",cxinfr10076,Edinburgh_UK,Undergraduate Course: Computer Architecture and Design (INFR10076),AR,,AR,AR; SF; 10,AR; SF,AR; SF,AR,
Undergraduate Course: Computing in the Classroom (INFR10077),"<h2>title</h2>Undergraduate Course: Computing in the Classroom (INFR10077)<h2>summary</h2>This course will give fourth year students to opportunity to make a positive contribution to the local community by sharing the knowledge of Informatics with school pupils and teachers. They will work with teachers to design appropriate teaching material and practical projects for computing education in schools, communicate effectively with young people and instil in them passion for computing disciplines, and support them in developing skills necessary in an increasingly digital society. Students will gain a critical understanding of the theory and practice of computer science pedagogy as appropriate for different stages of school learners. In addition, studying this course will enable students to develop a range of communication and organisational skills in a high pressure but supported real world setting. The course offers an in-depth, sustained experience in the classroom to students contemplating a career in education.<h2>content</h2>        Students will contribute to the teaching of computer science and data science in primary/secondary/special schools in Scotland. This could include a diverse range of activities including creating online materials, teaching classes online, developing software to support live events, and where appropriate, visiting classrooms. They will be supported by primary and secondary teachers and by academic mentors from the School of Informatics and School of Education.<br> <br>The aim of the course is for the students to design and deliver a project based on discussions with academic staff and classroom teachers, analysis of the appropriate school curricula, assessment of pupil's interests, and feedback received from an academic mentor. Students will receive formative feedback from an academic mentor based on observation notes and reflective writing recorded throughout the year.<br> <br>Course topics include:<br>* Computer science in schools curricula in Scotland and other countries<br>* Good practice in computer science pedagogy research evidence<br>* Effective teaching techniques<br>* Giving and receiving feedback<br>* Lesson planning<br>* Child protection and appropriate measures for risk management (e.g. infection control)<br><br><br>Assessment: Students will be formally assessed on two written reports and an oral presentation.<br> <br>Report 1 ( (to be submitted at the end of semester 1) (50%): A reflective account of their experiences of teaching so far, how they relate to the educational theory and research papers they have read and plans for the teaching materials they will develop.<br> <br>Report 2 (to be submitted at the end of semester 2) (30%): A summary of the teaching materials which they developed with an explanation of how the materials map to the curriculum and an evaluation of how effective the materials were from the points of view of both learners and class teachers (where appropriate).  <br><br>Oral Presentation (to be assessed at the end of semester 2) (20%): The student will prepare a presentation which reflects on their experiences of working in schools and the extent to which they achieved their personal learning goals during the course. ",cxinfr10077,Edinburgh_UK,Undergraduate Course: Computing in the Classroom (INFR10077),SEP,,22,SEP; 22,22; SDF,22,22,
